storenumber,storename,address,addressline2,addressline3,city,state,zipcode,phonenumber,storehours,wireless,latitude,longitude,group,faxnumber,drivethru
331018,"","205 Wheeler Rd","","","Hauppauge","NY","11788","(631) 342-8019","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.80336,-73.21282,1,"","N"
331065,"","8347 Parsons Blvd","","","Jamaica","NY","11432","(718) 526-9690","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.71435,-73.80709,1,"(718) 297-8857","Y"
331066,"","759 Suffolk Ave","","","Brentwood","NY","11717","(631) 952-3997","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.78125,-73.24742,1,"","N"
331072,"","1443 Myrtle Ave","","","Brooklyn","NY","11237","(718) 418-0733","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.69892,-73.91807,1,"(718) 418-0738","N"
331182,"","4513 Queens Blvd","","","Sunnyside","NY","11104","(718) 482-7282","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74348,-73.91893,1,"","N"
331183,"","3326 21st St","","","Long Island City","NY","11106","(718) 267-0279","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 06:00-23:00, Sunday: 06:00-23:00 ","",40.76441,-73.93305,1,"","N"
331196,"","710 Mclean Ave","","","Yonkers","NY","10704","(914) 965-5805","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.90871,-73.87493,1,"(914) 966-0130","N"
331197,"","1374 Metropolitan Ave","","","Bronx","NY","10462","(718) 931-7960","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",40.83517,-73.86089,1,"(718) 931-7960","N"
331239,"","295 Midland Ave","","","Port Chester","NY","10573","(914) 935-9034","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 06:00-22:00, Sunday: 06:00-22:00 ","",40.9917,-73.66927,1,"(203) 322-3724","N"
331260,"","505A Bedford Rd","","","Pleasantville","NY","10570","(914) 741-1254","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-21:00 ","",41.13239,-73.79458,1,"(914) 773-7074","N"
331264,"","329 Merrick Ave","","","East Meadow","NY","11554","(516) 542-6155","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.71458,-73.57301,1,"","N"
331265,"","6040 Myrtle Ave","","","Ridgewood","NY","11385","(718) 386-4633","Monday: 06:00-23:00, Tuesday: 06:00-23:00, Wednesday: 06:00-23:00, Thursday: 06:00-23:00, Friday: 06:00-23:00, Saturday: 06:00-23:00, Sunday: 06:00-23:00 ","",40.70053,-73.89678,1,"","N"
331288,"","19 Bay Shore Rd","","","Bay Shore","NY","11706","(631) 254-9092","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.73899,-73.2931,1,"(631) 254-9097","N"
331289,"","3043 Steinway St","","","Long Island City","NY","11103","(718) 721-7888","Monday: 06:00-22:00, Tuesday: 06:00-22:00, Wednesday: 06:00-22:00, Thursday: 06:00-22:00, Friday: 06:00-22:00, Saturday: 06:00-22:00, Sunday: 06:00-22:00 ","",40.76265,-73.91581,1,"","N"
331314,"","12074 Queens Blvd","","","Kew Gardens","NY","11415","(718) 544-4040","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-23:00, Saturday: 05:00-21:00, Sunday: 06:00-21:00 ","",40.71298,-73.82845,1,"","N"
331323,"","209 N Comrie Ave","Johnstown Shopping Center","","Johnstown","NY","12095","(518) 762-5700","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.01517,-74.36156,1,"","Y"
331325,"","6030 Duanesburg Rd","Mobil Station","","Duanesburg","NY","12056","(518) 895-5331","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",42.76455,-74.11891,1,"","Y"
331336,"","86 S. Greeley Ave","","","Chappaqua","NY","10514","(914) 238-4677","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",41.15775,-73.77333,1,"","N"
331338,"","6309 18th Ave","# 6315","","Brooklyn","NY","11204","(718) 621-1058","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.61995,-73.9892,1,"","N"
331354,"","370 Plandome Rd","","","Manhasset","NY","11030","(516) 365-5232","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",40.79774,-73.6999,1,"","N"
331356,"","1691 E 16th St","","","Brooklyn","NY","11229","(718) 375-0887","Monday: 05:30-22:00, Tuesday: 05:30-22:00, Wednesday: 05:30-22:00, Thursday: 05:30-22:00, Friday: 05:30-22:00, Saturday: 06:00-20:00, Sunday: 06:00-20:00 ","",40.60838,-73.95728,1,"","N"
331409,"","3800 Brewerton Rd","Ste 1","","North Syracuse","NY","13212","(315) 452-1545","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.11848,-76.1431,1,"(315) 701-4975","Y"
331418,"","1752 Crosby Ave","","","Bronx","NY","10461","(718) 828-0509","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.84639,-73.83163,1,"","N"
331499,"","34 E Genesee St","","","Baldwinsville","NY","13027","(315) 638-2601","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",43.15891,-76.32839,1,"(315) 635-6610","Y"
331500,"","131 P & C Pkwy","Transportation Ctr","","Syracuse","NY","13208","(315) 478-9178","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.07668,-76.16933,1,"(315) 701-0432","Y"
331506,"","650 Fort Salonga Rd","","","Northport","NY","11768","(631) 262-1246","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",40.89357,-73.3365,1,"(631) 261-1666","N"
331529,"","7111 3rd Ave","","","Brooklyn","NY","11209","(718) 748-3294","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.63386,-74.02671,1,"","N"
331653,"","1404 Union Ave","","","Newburgh","NY","12550","(845) 566-9996","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",41.52016,-74.06918,1,"","Y"
331692,"","495 S. Broadway","Suite 6","","Hicksville","NY","11801","(516) 622-9603","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.75728,-73.5105,1,"(516) 933-8407","N"
331707,"","1556 Broadway","","","Brooklyn","NY","11221","(718) 574-4539","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.6925,-73.86034,1,"(718) 574-4539","N"
331708,"","71-67 Yellowstone Blvd","","","Forest Hills","NY","11375","(718) 263-5606","Monday: 06:00-22:00, Tuesday: 06:00-22:00, Wednesday: 06:00-22:00, Thursday: 06:00-22:00, Friday: 06:00-23:00, Saturday: 06:00-23:00, Sunday: 06:00-22:00 ","",40.72085,-73.85506,1,"","N"
331769,"","4310 Lakeville Rd","","","Geneseo","NY","14454","(585) 245-8473","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 06:00-23:00, Sunday: 06:00-23:00 ","",42.80018,-77.78138,1,"","Y"
331770,"","2781 Lakeville Rd","","","Avon","NY","14414","(585) 226-3778","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 06:00-21:00, Sunday: 06:00-21:00 ","",42.86594,-77.71262,1,"","Y"
331771,"","4 Chevy Dr","","","East Syracuse","NY","13057","(315) 463-7474","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.06068,-76.06568,1,"(315) 701-0740","Y"
331807,"","490 W. Old Country Rd","","","Hicksville","NY","11801","(516) 433-0319","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.75827,-73.54293,1,"","Y"
331817,"","One Commerce Plaza","Twin Twrs. Wash. Av.","","Albany","NY","12210","(518) 436-9434","Monday: 06:00-17:00, Tuesday: 06:00-17:00, Wednesday: 06:00-17:00, Thursday: 06:00-17:00, Friday: 06:00-17:00, Saturday: , Sunday:  ","",42.6546,-73.75913,1,"(978) 682-2747","N"
331882,"","8922 Roosevelt Ave","","","Flushing","NY","11372","(718) 899-8484","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74822,-73.87711,1,"","N"
331893,"","22 Main St","","","Queensbury","NY","12804","(518) 743-9544","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",43.30116,-73.6654,1,"","Y"
331927,"","1425 Washington Ave","","","Albany","NY","12206","(518) 435-9797","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 06:00-23:00 ","",42.68966,-73.81992,1,"","Y"
331929,"","17915 HILLSIDE AVE","","","JAMAICA","NY","11432","(718) 658-1279","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.71273,-73.78394,1,"(718) 658-6932","N"
331991,"","1591 Central Park Ave","","","Yonkers","NY","10710","(914) 771-5199","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.95333,-73.84345,1,"(914) 771-5105","N"
332029,"","158 Shore Rd","","","Port Washington","NY","11050","(516) 944-3423","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.84242,-73.70786,1,"(631) 261-1666","N"
332030,"","281 Walt Whitman Road","","","Huntington Station","NY","11746","(631) 547-1685","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.81772,-73.41174,1,"","N"
332067,"","2148 White Plains Rd","","","Bronx","NY","10462","(718) 792-3686","Monday: 06:00-21:00, Tuesday: 06:00-21:00, Wednesday: 06:00-21:00, Thursday: 06:00-21:00, Friday: 06:00-21:00, Saturday: 06:00-21:00, Sunday: 06:00-20:00 ","",40.85481,-73.8675,1,"(718) 792-3801","N"
332120,"","33 Utica St","","","Clinton","NY","13323","(315) 853-5709","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",43.0522,-75.37434,1,"","Y"
332121,"","213 Genesee St","","","Oneida","NY","13421","(315) 363-9938","Monday: 04:00-22:00, Tuesday: 04:00-22:00, Wednesday: 04:00-22:00, Thursday: 04:00-22:00, Friday: 04:00-22:00, Saturday: 04:00-22:00, Sunday: 04:00-22:00 ","",43.07854,-75.64572,1,"","Y"
332132,"","45 Quaker Ave","","","Cornwall","NY","12518","(845) 534-4300","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",41.43379,-74.03931,1,"(845) 534-1371","N"
332137,"","421 Route 211 E","","","Middletown","NY","10940","(845) 342-6098","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",41.45614,-74.38593,1,"","N"
332150,"","1780 E Gun Hill Rd","","","Bronx","NY","10469","(718) 320-4070","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.86331,-73.83435,1,"(718) 320-4064","Y"
332243,"","9 Gramatan Ave # 15","","","Mount Vernon","NY","10550","(914) 663-6224","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.91265,-73.83699,1,"(914) 663-6958","N"
332257,"","7858 State Route 434","","","Apalachin","NY","13732","(607) 625-4855","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",42.05875,-76.13978,1,"(607) 625-4866","Y"
332262,"","9827 River Rd","","","Utica","NY","13502","(315) 724-6830","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",43.12652,-75.23708,1,"","Y"
332264,"","80 West Ave","","","Saratoga Springs","NY","12866","(518) 587-5837","Monday: 05:30-22:00, Tuesday: 05:30-22:00, Wednesday: 05:30-22:00, Thursday: 05:30-22:00, Friday: 05:30-22:00, Saturday: 05:30-22:00, Sunday: 05:30-22:00 ","",43.07978,-73.80354,1,"","Y"
332345,"","3504 Bell Blvd","","","Bayside","NY","11361","(718) 428-3340","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.7688,-73.77406,1,"","N"
332346,"","23-40 Bell Blvd","","","Bayside","NY","11361","(718) 229-9836","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.78115,-73.77604,1,"","N"
332347,"","219-02 Horace Harding Blvd","","","Flushing","NY","11364","(718) 423-6860","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74827,-73.75832,1,"","N"
332351,"","1939 Linden Blvd","","","Brooklyn","NY","11207","(718) 385-6338","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.65918,-73.89065,1,"","N"
332352,"","1550 Bedford Ave","","","Brooklyn","NY","11225","(718) 493-1175","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.66969,-73.95573,1,"","N"
332353,"","418 Coney Island Ave","","","Brooklyn","NY","11218","(718) 437-7730","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.64769,-73.97162,1,"","N"
332355,"","3732 E. Tremont Ave","","","Bronx","NY","10465","(718) 892-4686","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",40.82643,-73.82216,1,"(718) 892-4917","N"
332425,"","392 Karner Rd","","","Albany","NY","12205","(518) 869-0306","Monday: 04:30-22:00, Tuesday: 04:30-22:00, Wednesday: 04:30-22:00, Thursday: 04:30-22:00, Friday: 04:30-22:00, Saturday: 04:30-22:00, Sunday: 04:30-22:00 ","",42.73357,-73.84898,1,"(978) 682-2747","Y"
332445,"","1342 Amsterdam Ave","","","New York","NY","10027","(212) 866-4394","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.81362,-73.95614,1,"(212) 866-4413","N"
332505,"","601 Jericho Tpke.","","","New Hyde Park","NY","11040","(516) 616-1702","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.73209,-73.68824,1,"","N"
332614,"","120 Hoosick St","Troy Plaza","","Troy","NY","12180","(518) 266-0874","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",42.73896,-73.67739,1,"","Y"
332777,"","11 Skyway Shopping Ctr","","","Plattsburgh","NY","12901","(315) 853-8698","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",44.67959,-73.45143,1,"(315) 853-3370","Y"
332779,"","138-19 Hillside Ave","","","Jamaica","NY","11435","(718) 526-1500","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.7046,-73.81602,1,"","N"
332794,"","4399a White Plains Rd","","","Bronx","NY","10466","(718) 944-2309","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.89837,-73.85453,1,"(914) 663-6958","N"
332798,"","2 E Kingsbridge Ave","","","Bronx","NY","10468","(718) 733-4347","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.86731,-73.89719,1,"(973) 742-2788","N"
332826,"","654 Bear Swamp Rd","","","Peru","NY","12972","(518) 643-7965","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",44.57799,-73.50844,1,"","Y"
332874,"","1128 Duanesburg Rd.","","","Rotterdam","NY","12306","(518) 630-4279","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",42.7814,-74.02878,1,"","Y"
332876,"","69 Main St","Rt 66","","Wynantskill","NY","12198","(518) 283-3765","Monday: 04:00-22:00, Tuesday: 04:00-22:00, Wednesday: 04:00-22:00, Thursday: 04:00-22:00, Friday: 04:00-22:00, Saturday: 04:00-22:00, Sunday: 04:00-22:00 ","",42.6974,-73.64618,1,"","Y"
332915,"","851 Yonkers Ave","","","Yonkers","NY","10704","(914) 423-8794","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.92051,-73.86126,1,"","N"
332962,"","1769 Arthurkill Rd.","","","Staten Island","NY","10312","(718) 605-6799","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",40.55942,-74.19773,1,"","N"
332974,"","132 Bronx River Rd","","","Yonkers","NY","10704","(914) 699-7481","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.90523,-73.85797,1,"(914) 237-2354","N"
332995,"","850 Bronx River Rd","","","Yonkers","NY","10708","(914) 776-9730","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.92804,-73.84208,1,"(914) 779-1402","N"
334716,"","3915 S. Salina","","","Syracuse","NY","13205","(315) 378-0160","Monday: 05:00-20:00, Tuesday: 05:00-20:00, Wednesday: 05:00-20:00, Thursday: 05:00-20:00, Friday: 05:00-20:00, Saturday: 05:00-20:00, Sunday: 05:00-20:00 ","",43.01031,-76.14196,1,"(978) 682-2747","Y"
334727,"","10009 Astoria Blvd","","","East Elmhurst","NY","11369","(718) 803-7440","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.76216,-73.86901,1,"","N"
334898,"","80 Madison Ave","","","New York","NY","10016","(917) 421-9041","Monday: 05:30-22:00, Tuesday: 05:30-22:00, Wednesday: 05:30-22:00, Thursday: 05:30-22:00, Friday: 05:30-22:00, Saturday: 06:00-20:00, Sunday: 06:00-20:00 ","",40.7445,-73.98597,1,"(212) 532-0297","N"
334902,"","525 8th Ave","","","New York","NY","10018","(212) 216-0997","Monday: 06:00-22:00, Tuesday: 06:00-22:00, Wednesday: 06:00-22:00, Thursday: 06:00-22:00, Friday: 06:00-22:00, Saturday: 06:00-22:00, Sunday: 07:00-20:00 ","",40.75367,-73.99242,1,"","N"
334918,"","811 Rte 66","","","Hudson","NY","12534","(518) 822-8432","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 06:00-22:00 ","",42.27188,-73.72387,1,"","Y"
334933,"","182 Saw Mill River Rd","","","Elmsford","NY","10523","(914) 347-5768","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",41.0608,-73.81502,1,"","N"
335014,"","8775 Bay Pkwy","","","Brooklyn","NY","11214","(718) 449-5396","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.59824,-73.99728,1,"","N"
335015,"","1755 Francis Lewis Blvd","","","Whitestone","NY","11357","(718) 746-7915","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.78237,-73.8035,1,"","N"
335049,"","137 Wyckoff Ave.","","","Brooklyn","NY","11237","(718) 418-2483","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.7041,-73.91854,1,"(718) 418-2093","N"
335404,"","440 E Sanford Blvd","","","Mount Vernon","NY","10550","(914) 663-7708","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 05:00-21:00 ","",40.90088,-73.81966,1,"","N"
335450,"","2921 James St","","","Syracuse","NY","13206","(315) 432-4498","Monday: 04:00-00:00, Tuesday: 04:00-00:00, Wednesday: 04:00-00:00, Thursday: 04:00-00:00, Friday: 04:00-00:00, Saturday: 04:00-00:00, Sunday: 04:00-00:00 ","",43.06926,-76.1059,1,"(315) 432-9276","Y"
335532,"","737 4th Avenue","","","Brooklyn","NY","11232","(718) 369-4258","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.66051,-73.99759,1,"(718) 832-0844","Y"
335539,"","255 West Seneca Street","","","Oswego","NY","13126","(315) 342-3237","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.45297,-76.53061,1,"","Y"
335596,"","4007 Merrick Rd","","","Seaford","NY","11783","(516) 679-2888","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.66676,-73.48401,1,"","N"
335687,"","38 A Mill Rd","","","Eastchester","NY","10707","(914) 771-5169","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.95602,-73.81269,1,"(914) 779-8185","N"
